Word,Count
System.IO.FileInfo[],1
\fileName,\,1
[idx_titrimetry_height_volume],1
(titrimetry,1
GetDevicesReturn,1
this.controller.RaiseAlarm(alert);,1
log.Identity;,1
\IsNull(IsCustomer,\,1
\N&apos;ΝΕΡΟ&apos;,\,1
(Common.Enumerators.ApplicationUserLevelEnum)currentShift.ApplicationUser.UserLevel;,1
SimpleTCP.SimpleTcpClient,1
\terminal.ServerIp,\,1
dispenser.CurrentVendingMachineSale,1
decimalVolume,1
Reports.BalanceReports.BalanceLoad,1
endValues,1
tank.GetTankVolume(tdb.PeriodMaximum);//tank.GetTankVolume(tdb.GetLastValidLevel());//,1
ac.CurrentAlarm.Equals(alert)).FirstOrDefault();,1
this.invoicesProcessed.Add(invoice.InvoiceId.ToString(),1
sxetArithAnaf,1
btnAddTimeSchedule,1
salesTransactionBindingSource,1
Communication.BalanceClass;,1
(Data.OutdoorPaymentTerminal,1
combined),1
this.currentReport.Dispose();,1
MessageKindEnum.DisbleOTP;,1
nentry,1
string.Format(invoice.Printer,1
Data.ApplicationUserLoggon();//,1
\AssemblyVersion("\1.0.*"\)]\,1
database.Nozzles.Where(n,1
Counting,1
status;,1
toRemoveDisp),1
(int)this.dispenser.ActiveNozzle.CurrentSaleTotalPrice),1
\"\ΔΕΞΑΜΕΝΗ\,1
volume2,1
\Φ.Π.Α."\,\,1
περιλαμβάνουν,1
priceTotal2,1
Λιτρομέτρησης&apos;,1
this.traders,1
(!origFileInfo.Exists),1
newAlerts,1
\this.PriceChanged(this,\,1
\"\TankNumber"\)\,1
priceForm.FormClosed,1
this.dispenserSaleRadGridView.CurrentRow,1
btnBalanceReport,1
).OrderBy(i,1
sw.Stop();,1
monthBalance,1
labelFuelType,1
&gt;,1
isSupplierLabel,1
130,1
loggon,1
&apos;CompanyOccupation&apos;)),1
outdoorPaymentTerminalNozzleIdLabel,1
Reports.TankStausReport();,1
this.flowLayoutPanel1.Controls.Add(dispC);,1
this.disabledPanel.BackgroundImage,1
MessageTypeEnum.GetMultiNozzleInfo),1
rni.VendingMachineId,1
sysEv.ResolveMessage,1
ChangeLogForm,1
Kopse,1
System.IO.File.AppendAllText(System.Environment.CurrentDirectory,1
saleDataViewBindingSource,1
get;,1
(this.currentAlarm.ResolveText,1
invoiceLines.Add(info2String.CenterString(printerLineWidth));,1
'*',1
Αντλία,1
discountPanel,1
deviceSealText,1
ds2,1
alarm.Data),1
qGroups.Where(g,1
e.Node.CheckState;,1
SelectPrinterForm,1
vatSum,1
btnDeliveryReport,1
sign,1
ds3;,1
TotalInNormalized,1
Description,1
identity;,1
s.EventId,1
dob,1
transactionDateRadDateTimePicker,1
TotalPrice,1
slog.LastSent,1
pumpSerialNumberRadTextBox,1
VS,1
mainAddressTextBox,1
panelTank,1
(invoice.DiscountAmount.HasValue,1
alert.CaptionText,1
initialized,1
FileInfo,1
match,1
dispC.Dispenser,1
\(short)Data.Implementation.OptionHandler.Instance.GetIntOption("\InvoiceCopies"\,\,1
decreasing,1
\tank.Channel,\,1
\HH:mm:ss:fff"\)\,1
[IsSerialNumber],1
\Telerik.WinControls.RadMessageBox.Show("\Ο\,1
affectedTanks),1
returnInvoiceType,1
/Class,1
delivery.Document.DocumentType,1
Reports.BalanceReports.BalanceLoad();,1
tankLevelStartViewBindingSource,1
controllerThread_QueryAlarmResolved(object,1
Signed&apos;,1
panel12,1
\"\IncomeRecieptClass"\:\,1
decimalPrice,1
stopped,1
stream---,1
[Abbreviation],1
PrintHandler,1
Reports.Invoices.InvoicePeriodFuelSum,1
labelSendMessage,1
[ApplicationUserName],1
radDateTimePicker6,1
GetMultiNozzleInfoReturn();,1
/REFERENCES,1
text</param>,1
se.TransactionTimeStamp,1
fp.Address,1
BindingList<Data.Trader>(this.database.Traders.ToList());,1
passwordRadTextBox,1
Receipt,1
nozzleSocket,1
this.currentUser,1
\"\Shifts"\);\,1
minFuelHeightLabel,1
ds4,1
invoiceId)),1
dbo.SendLog,1
invoiceCopies,1
(PerceivedBrightness(color),1
dbo.GetFuelTypeSums,1
referenceTotalizer,1
dispenser.DeviceLocked,1
ni,1
this.database.Invoices);,1
nzs,1
Odometer,1
db.Add(tf);,1
Data.SalesTransaction;,1
LoginForm,1
database.SalesTransactions.Where(se,1
\tank.NormalizeVolume(lastVolume,\,1
ssf.SelectedShift,1
Data.SystemEvent;,1
ev.Tank.TankNumber,1
ft));,1
e.Node.Parent.Nodes),1
[StopBits],1
at,1
deviceTypeRadTextBox,1
outdoorPaymentTerminalTimeSchedulesBindingSource,1
nettoAmountRadSpinEditor,1
Updates,1
decimal1,1
printText,1
interface,1
declare,1
\bc.TimeEnd.ToString("\dd/MM/yyyy\,1
dispTypeRadDropDownList,1
(events.Count,1
\"\Balance"\;\,1
this.PrintInternalInvoice(invoice);,1
alert.Show();,1
officialNozzleNumberRadSpinEditor,1
lcdUpDown6,1
nvarchar(50),1
TankGrid,1
this.alertGrid.RefreshAlerts();,1
MainSettingsForm,1
auto-generated,1
btnTankStausReport,1
panelGeneral,1
fuelTypePriceBindingSource,1
nozzle.NozzleState);,1
toRemoveTank),1
maxC.Location.Y,1
rni);,1
(System.IO.FileInfo,1
Properties.Settings.Default.DBConnection;,1
NozzleTypeModel();,1
isInternal;,1
Notification,1
default,1
log.Identity).FirstOrDefault();,1
created,1
this.logToSave),1
Administrator,1
occupationTextBox,1
\"\FuelTypePrice"\:\,1
makes,1
alarm.MessageText.Substring(pos);,1
this.labelUnitPrice.Text,1
previous,1
bal;,1
if(fuelType,1
\x,1
this.database.SerializeEntity(titrimetry);,1
MessageTypeEnum.GetConsoleStatus),1
ds3.DataMember,1
//((Telerik.Reporting.OpenAccessDataSource)report.DataSource).ConnectionString,1
(f.PriceChanged),1
\PrintReport(report,\,1
log.Identity,1
TankCheckId,1
System.IO.DirectoryInfo(dir.Parent.Parent.FullName,1
(dispenser.LastSales),1
this.currentAlarm.AlarmTime;,1
\OpenPrinter("\\\\\192.168.1.101\\hpl"\,ref\,1
(nozzle.CurrentSaleUnitPrice,1
<returns>Plain,1
invoice.DiscountAmount).EquilizeString(printerLineWidth);,1
mni.Nozzles;,1
subReportSource3.ReportDocument,1
printOnPrinterCheck,1
database.Tanks.OrderBy(t,1
=&apos;fbe44bd8-d3b3-41b7-b,1
\name="\number"\></param>\,1
[dbo.TankSale_SalesTransactionId],1
startThreadsOnStartCheck,1
invoiceLine.Invoice.InvoiceType,1
this.portDropDown.DataSource,1
efkTextBox,1
\Data.CompanyData(),\,1
emsg.ErrorDescription,1
//vTank.LastTemperature,1
validValues[0];,1
Reports.Invoices.InvoicePeriodFuelSum();,1
control.Height,1
[SettingValue],1
density,1
log.SendData,1
radLabel21,1
id).FirstOrDefault();,1
fillingsTo,1
ΟΧΗΜΑ:[Vehicle.PlateNumber],1
Resolves,1
i.Invoice.InvoiceTypeId,1
SalesTransaction,1
Where(n,1
isCustomerRadCheckBox,1
Encrypts,1
fp,1
\dbo.SalesTransaction.VolumeNormalized,\,1
numberRadSpinEditor,1
{e.Alarm,1
perceptive,1
this.alertsToResolve.ToArray();,1
if(values.Sale,1
[Parity],1
signs,1
Program.CurrentShiftId,1
labelSendTitle,1
((VirtualDevices.VirtualDispenserAlarm)a).AlertType,1
System.Threading.Thread.Sleep(1000);,1
(1,1
emsg1,1
Revision1,1
invCopies,1
Common.Sales.SaleData,1
(Common.IController,1
vv,1
\ΣΑΣ"\);\,1
DispenserGrid,1
devices,1
[dbo].[FleetManagerDispenser],1
terminal.ClientPort);,1
server.Client.Send(buffer);,1
this.dispenser,1
(float)0.75);,1
d.Nozzles).Where(t,1
this.panel5.Controls.Remove(c);,1
labelVolumeNormalized,1
this.VendingMachineId;,1
invoiceLines.ToArray());,1
incoming,1
change,1
edit,1
nettoAmountLabel,1
(Exception,1
LRC,1
Common.FuelPoint,1
reportSource;,1
combines,1
[ClientIp],1
tankcheck,1
this.traderRadGridView.CurrentRow,1
δημιουργίας,1
General,1
balance.DocumentSign;,1
/&lt;Root&gt;,1
radDateTimePicker5,1
Nozle,1
lastNettoFuelNormalizedVolumeLabel,1
MessageTypeEnum.GetDevices),1
fuelTypes.Add(ft);,1
invoice.DiscountAmount.Value).EquilizeString(printerLineWidth);,1
panelClose,1
this.selectInvoiceControl2.LoadData();,1
\N&apos;[DatabaseName]_log&apos;,\,1
s.TankFillingId.ToString().ToLower(),1
tinSenderTextBox,1
T,1
TotalsBtn,1
[dbo].[ShiftSetting](,1
Ελεγκτής,1
\this.controllerThread.AddOTPConsole(terminal.TerminalId,\,1
1010;,1
\digits,\,1
strongly-typed,1
panelDayOfWeek,1
temperatireRadSpinEditor,1
CAST(1000.000,1
SelectDispenserForm,1
controles,1
\nozzle.FuelType.NormalizeVolume(ftpc.SumTotalOutTotalizer,\,1
dbo.OutdoorPaymentTerminal,1
SimpleTCP.SimpleTcpClient();,1
!se.SentDateTime.HasValue,1
dispenser.Nozzles.Where(n,1
i.e,1
waterLevelLabel,1
this.Load,1
\"\.out"\,\,1
store,1
CheckForInvoices(),1
.Select(s,1
(ft.Nozzles.Length,1
Code,1
watcher,1
\RefreshDelegate(this.RefreshValues),\,1
day,1
Common.FuelPointValues();,1
alarmControl.Dispose();,1
luminance,1
[ComPort],1
this.ShowSendFailedInfo(sender);,1
this.database.Titrimetries.Where(s,1
openAccessDataSource,1
labelCustomerContact,1
short,1
raf,1
chkPrintBarcode,1
\dbo.TankSale.StartTemperature,\,1
changeLogBindingSource,1
this.alertsToResolve.Add(e.Alarms[0]);,1
IController,1
(int)this.dispenser.ActiveNozzle.CurrentSaleUnitPrice),1
\"\*.out"\);\,1
(VirtualDevices.VirtualTankAlarm,1
msg.FuelTypes,1
this.dispenser1.ScaleControl((float)0.75);,1
mailAddresses,1
Common.Enumerators.TankStatusEnum.Error:,1
ftlist),1
panelSendMessages,1
\(byte)PathPointType.Start,\,1
List<BaseMessage>();,1
<returns>A,1
(Common.Enumerators.AlarmEnum)sysEv.AlarmType.Value;,1
(currentStatus,1
this.labelTotalPrice.Text,1
offsetVolumeLabel,1
\N&apos;MIX&apos;,\,1
!App.Mediator.MediatorWorking;,1
checking,1
dbTank.GetLastValidWaterLevel();,1
sysEv.ResolvedDate,1
nvarchar(20),1
tinCompanyTextBox,1
\this.QueryResolveAlert(this,\,1
Guid[],1
totalCounterRadSpinEditor,1
this.portDropDown.ValueMember,1
\terminal.ClientIp,\,1
panelFleetSales,1
this.invoicePrintBindingSource.DataMember,1
//******,1
tailLines,1
ShiftPopUpForm,1
UI.Controls.Screenshot.TakeSnapshot(this);,1
([SaleTransactionId]),1
types,1
&apos;394612c6-073c-4820-aa60-828aaecefcb7&apos;,1
sendEmailTextBox,1
this.CreateSignLine(invoice);,1
officialNozzleNumberLabel,1
\Encoding.GetEncoding(437),\,1
into,1
descriptionRadTextBox,1
terminalIdRadSpinEditor,1
this.dispenserSaleBindingSource.ResetBindings(false);,1
\option,\,1
(3,1
currentShift.ApplicationUser.UserName;,1
radMenuItem4_Click(object,1
unicode,1
foo,1
this.messages[messageId];,1
logging,1
foo;,1
\this.messages.TryRemove(msg.MessageId,\,1
ConsoleStatusMessage;,1
GetDate(),1
Pop,1
Align,1
oldLoggon.LogoffTime,1
s.InvoiceId.ToString().ToLower(),1
\dbo.Nozzle.OfficialNozzleNumber,\,1
dbo.Balance,1
(e.Values,1
ResourceManager,1
Return,1
alert.EventId.ToString());,1
2;,1
this.SetAlertButtonStyle();,1
\this.PrintInvoice(this,\,1
waitingDeliveryMins,1
\Logging.Logger.Instance.LogToFile("\RemoveAlertControl"\,\,1
center,1
waterLevelRadSpinEditor,1
controller.RefreshAlerts,1
currentTitrimetry.TitrimetryLevels.Max(v1,1
this.controllerThread.AlarmRaised,1
List<NozzleTypeModel>();,1
serialNumberLab,1
Reports.BalanceReports.DivergenceBalanceReport();,1
\'xx,1
Name=&quot;Aegean&quot;,1
radMaskedEditBox1,1
cellPhone,1
Παραλαβής,1
System.IO.File.Delete(fullName);,1
vTank.LastSalesVolumeDifference,1
\bc1.EndDate.ToString("\dd/MM/yyyy\,1
logic,1
textSMS,1
dbo.FleetManagmentCotroller,1
invoices,1
nozzleTotalsLabel,1
rni.Nozzles,1
fillingsToProcess,1
n.Dispenser.OfficialPumpNumber,1
=&apos;43745033-f668-4910-9c10-2a4ddf8a8e43&apos;,1
OPTSettings,1
MessageDescriptor();,1
qsdiff.Sum(s,1
this.AddAlarmControl(alarm);,1
Decrypts,1
maxFuelHeightLabel,1
euromatCheck,1
mni,1
seriesLabel,1
Common.Enumerators.TankStatusEnum.LowLevel,1
ΑΝΤΛΙΩΝ,1
\!il.Invoice.InvoiceSignature.Contains("\ΔΟΚΙΜΑΣΤΙΚΗ\,1
this.dispenser.Controller.Connect();,1
\"\DecimalPlaces"\,\,1
[PrimaryKey],1
SMS's,1
dispenser.CurrentVendingMachineSale.SaleState,1
Filter,1
traderIdLabel1,1
radToggleButton1,1
tankNumberNumericUpDown,1
\(!this.openSales.TryAdd(sale.SaleId,\,1
(e.SignString,1
this.PrintToPrinterInternalInvoice(invoice);,1
gaugeMinValue,1
taxRegistrationOfficeLabel,1
Ενημέρωση,1
consists,1
controller.Connect();,1
\"\\\ThreadController.txt"\,\,1
wizardWelcomePage1,1
Reports.BalanceReports.TankBalanceReport();,1
\"\InvoiceGroupViews"\);\,1
btnAddController,1
success,1
10);,1
sends,1
raf_FormClosed(object,1
UI.Catalogs.QueryRemoveAlert,1
[dbo].[OilCompany](,1
(maxC.Location.Y,1
nzModels.Add(nzModel);,1
Minor,1
q.Where(d,1
\"\ignorable"\\,1
---read,1
btnDeleteController,1
CheckForAlarms(),1
ensure,1
if(this.openAlerts.ContainsKey(e.DatabaseEntryId)),1
SelectInvoiceControl,1
nozzle.GetAvgDensity(qsd);,1
Major,1
\name="\action"\></param>\,1
Reports.InvoiceReport();,1
cityRadTextBox,1
s.SalesTransaction.ShiftId.HasValue,1
alertForm.LoadData();,1
passwordLabel,1
Reports.ShiftLiterCheck();,1
euromatIpLabel,1
btnInvoiceReport,1
eye,1
this.ShowTankFillingInfo(info);,1
labelNozzleNumber,1
isDisabledLabel,1
fp.UnitPriceDecimalPlaces,1
this.GetTanks();,1
Common.Enumerators.TankStatusEnum.LevelIncrease,1
\this.client.Connect(this.clientIp,\,1
TankFillingAvaliableArgs(),1
n.FuelTypeDescription).Distinct();,1
\"\BalanceClass"\:\,1
PumpSerialNumber,1
alert.ShowPinButton,1
\report.ReportParameters["\SignLine"\].Value\,1
You,1
\fileName.Replace("\.out"\,\,1
Strip,1
this.panelTanks.Controls),1
Threads.ResolveAlarmData,1
sret.SaleData;,1
subReport3.ReportParameters[2].Value,1
TankDataControl,1
EventHandler<QueryResolveAlarmArgs>(control_QueryResolveAlert);,1
this.currentAlert.DeviceId,1
this.upDecPlacesRadSpinEditor.DataBindings.Add(new,1
serialNumberText,1
Απόδειξης,1
startControllerButton,1
TankCheck,1
this.TankId).Select(ts,1
invoiceId;,1
ev,1
&lt;?xml,1
(pos,1
if(invoice.InvoiceTypeId,1
(str,1
\bc.TimeStart.ToString("\dd/MM/yyyy\,1
this.labelTotalPriceDec.Text;,1
[NozzleId],1
crcLabel,1
f.TotalOutNormalized),1
invoiceDateTo,1
(VirtualDevices.VirtualNozzleAlarm,1
alert.Hide();,1
TankControlSmall,1
Date,1
Πληκτρολόγιο,1
dob.Dispose();,1
(oldLoggon,1
00:20:01,1
AboutForm,1
ds1.DataMember,1
terminal.OutdoorPaymentTerminalNozzles.Select(n,1
SelectFromToForm,1
\dbTank.CreateTankFilling(tank.InvoiceLineId,\,1
if(rm,1
((VirtualDevices.VirtualTankAlarm)a).AlarmType,1
(invoice.InvoiceSignature,1
\g.Key,\,1
tf.Tank.Description,1
\N&apos;ΜΙΓΜΑ&apos;,\,1
this.selectInvoiceControl1.DateTo,1
this.controllerThread.GetNozzle(sysEv.NozzleId.Value);,1
[SettingKey],1
inside,1
\uniqueidentifier,\,1
ds2.DataMember,1
alarms;,1
(logo,1
initiated,1
btnCustomers,1
DeliveryForm,1
chkWinPrint,1
Rate,1
this.dispenserBindingSource;,1
FUNCTION,1
waitingLiterCheckSecs,1
LOG,1
n.Nozzle.DispenserId).Contains(d.DispenserId)).Distinct().ToArray();,1
Helper,1
removed,1
slog.SendData,1
literCheckAlarmInterval,1
(and,1
System.Windows.Forms.DialogResult.Cancel;,1
\System.IO.File.WriteAllLines(fileName2,\,1
dispC.RefreshValues();,1
details,1
isValidLabel,1
q5,1
\this.messages.TryAdd(emsg.MessageId,\,1
subReport4.DataSource,1
typed,1
dateFrom);,1
[Invoice.Number],1
radDesktopAlert1,1
Telerik.OpenAccess.ObjectState.MaskNew),1
\ftp.ChangeDate.ToString("\dd/MM/yyyy\,1
richTextBox1,1
CAST(800.000,1
Evaluates,1
nozzleFlowsBindingSource,1
διαδικασίας,1
Data.TankFilling;,1
ends,1
invoice.InvoiceType.IsInternal.Value,1
ΤΗΝ,1
PrintAgent();,1
\(N&apos;53d9c499-22eb-44b8-9126-7bfd497b0980&apos;,\,1
db.InvoiceGroupViews.Where(i,1
(ev.TankId,1
VirtualDevices.VirtualTank[],1
dbTank.GetLastValidLevel();//vtank.FillingStartTankLevel;//;,1
dateTo,1
rni,1
Reports.Invoices.InvoiceReport()),1
btnPrinter,1
d.Nozzles.Where(n,1
this.signFolder,1
thermalCoeficientLabel,1
e.Alarms[0].AlamId).FirstOrDefault(),1
Reports.SaleReportFuelType();,1
terminal,1
this.database.Balances.Where(s,1
radMenuItem9,1
10%),1
ft.Description,1
Date:,1
25;,1
Common.Enumerators.TankStatusEnum.Error,1
invoiceLines.Add(invoice.Notes);,1
(c,1
\string.Format("\\n{1}\,1
this.controllerThread.QueryAlarmResolved,1
Common.Enumerators.AlarmEnum.FuelIncrease),1
vals,1
string.Format(,1
<returns>An,1
websiteLabel,1
alarmDelayTime,1
System.DateTime.Now));,1
database.GetUsagePeriod(dt1);,1
SaleTransaction,1
\alert.EventDate.ToString("\dd/MM/yyyy\,1
this.label2.Text,1
dispenserNumberRadSpinEditor,1
&lt;=,1
\string.Format("\ΑΝΤΛΙΑ\,1
2048GB,1
\this.controllerThread.AddNozzle(dispenser.DispenserId,\,1
this.panelGeneral.ResumeLayout();,1
UpdateAlertControl(UI.Controls.AlarmControl,1
[AdditionalDescription],1
f_2245b,1
tank.GetTempmeratureAtTime(balance.TimeStart);,1
f.TransactionTimeStamp).LastOrDefault();,1
(posEnd,1
info2String,1
label22,1
//vTank.LastWaterHeight,1
vTank.TankId).FirstOrDefault();,1
MainMenuForm,1
\class,\,1
Default,1
(Control,1
USE,1
\"\Invoice_"\\,1
DD/MM/YY,1
VirtualTank,1
msg.Direction,1
alert.ScreenPosition,1
Ελεγχος,1
log.SentTime,1
vnz.CurrentSaleUnitPrice;,1
settingValueRadTextBox,1
btnSaleReport,1
\str.Replace("\Σύνολο\,1
access,1
controllerLabel,1
specify,1
uni);,1
origFileInfo.MoveTo(newFileName);,1
alarm.ResolvedTime,1
cycles,1
this.processedInvoices),1
[dbo].[SalesView],1
ssf.SelectedShift);,1
//decimal,1
proceeds,1
\decimal(10,\,1
this.controller.GetTank(tank);,1
RefreshAlerts(),1
t.NozzleId,1
this.disabledPanel.Height,1
radGroupBox4,1
Common.Enumerators.TankStatusEnum.LowLevel:,1
Reports.BalanceReports.TankFillingBalanceReport,1
msg.ConsoleStatus,1
s.Invoice.InvoiceTypeId,1
Image,1
ResolveAlarmForm,1
rerun,1
nz.ParentDispenser.TotalDecimalPlaces);,1
outdoorPaymentTerminalBindingSource,1
ASFuel.AutoPay.Common.BaseMessage.SerializeMessage(msg);,1
this.label1.Text,1
clientPortRadSpinEditor,1
(decimalVolume,1
lastNettoFuelNormalizedVolumeRadSpinEditor,1
\ΣΥΝΑΓΕΡΜΟΣ"\\,1
[DeviceType],1
originalFile;,1
\"\FuelTypeData"\;\,1
ftp,1
invCopies;,1
Level,1
panelSendMessagesInner,1
dispenser.Alerts),1
s.InvoiceLines).Where(il,1
[BaudRate],1
LcdDisplay,1
Inv,1
client.Disconnect();,1
vtank.LastWaterHeight,1
(vn,1
workFlow.SetValues(vals);,1
qst.Where(se,1
s,1
connect,1
t.TankNumber)),1
black,1
\Πωλήσεων:"\);\,1
ds2;,1
this.objectsToDispose.Add(ds3);,1
cutCommand2,1
Bitmap,1
LcdUpDown,1
tankLinearGauge1,1
v.Value,1
disp,1
DispenserInfoForm,1
tank.LastTemperature,1
\dbo.Invoice.VatAmount,\,1
physicalAddressLabel,1
saleTimeOutEditor,1
subReport4;,1
radMenuItem8,1
System.IO.FileInfo(originalFile);,1
this.statistics.Hide();,1
email,1
\"\LastSales"\)\,1
alarms),1
(this.InvokeRequired),1
(byte)PathPointType.Line,1
Reports.LiterCheckReport,1
(ssf.SelectedShift,1
(!this.IsHandleCreated),1
totalDiff,1
st.SalesTransactionId.ToString();,1
addressRadTextBox,1
dispenser;,1
(Program.CurrentUserId,1
[Description],1
(fInfo.Exists),1
\EuromatTransmitter.SendTransactionEndCommand(nozzle.Dispenser.CommunicationController.EuromatIpAddress,\,1
\"\DispenserData"\;\,1
Whether,1
\"\Συναγερμός\,1
Reports.InvoiceReport,1
VirtualDevices.VirtualDispenser[],1
\{1}"\,\,1
SendLog();,1
chkLockTank,1
Common.FuelPoint();,1
\this.TankFillingAvaliableEvent(this,\,1
nz.FuelCode;,1
\string,\,1
\CompanyName,\,1
ev.Tank.TankSerialNumber,1
t.DispenserId,1
maxC.Location.Y;,1
this.readyInvoices.Add(invoice);,1
service,1
this.radDateTimePicker4.Value,1
subReportSource4;,1
Send,1
Get,1
ConsoleStatusMessage,1
this.currentAlarm.ResolveText,1
Data.DatabaseModel.GetContext(dbTank),1
Statistics,1
if(invoice.Printer,1
\data.Substring(0,\,1
adminPanel,1
GetNextSale(int,1
All,1
MailSender.Instance.SendSms(fileName);,1
tank.TankId),1
v).LastOrDefault();,1
origFileInfo,1
τιμολόγηση,1
\irc.TotalValue.ToString("\N2"\)\,1
enumBinder1,1
terminalTypeDropDown,1
serverIpLabel,1
[ServerIp],1
radProgressBar1,1
Data.Shift,1
\width,\,1
appears,1
returns,1
[idx_salestransaction_endlevel],1
int1,1
\αρνητικός"\,\,1
\tank.CurrentTemperature,\,1
faxTextBox,1
mov.SumAdditionalInNormalized,1
GetMultiNozzleInfo,1
msgArr,1
QueryRemovrControl;,1
tank.GetDensityAtTime(balance.TimeStart));,1
radMenuItem5,1
emsg1);,1
if(invoice.InvoiceType.TransactionType,1
labelUnitPriceDec,1
inv.InvoiceId,1
subReportSource1;,1
no,1
nozzle.GetAvgTemperature(qsd);,1
?&gt;,1
Data.FuelTypePrice;,1
(cnode.CheckState,1
radPageViewPage7,1
maxWaterHeightLabel,1
terminalIdLabel,1
\Color.FromArgb(150,\,1
panelDate,1
Telerik.Reporting.OpenAccessDataSource,1
cmd),1
btnDeleteTimeSchedule,1
ts.TankId,1
ConfigurationFile,1
fp.FuelPumpSerialNumber).Select(g,1
\client.WriteLineAndGetReply(data,\,1
Properties.Settings.Default.CutCommand.Split(';');,1
Reports.BalanceReports.TankBalanceReport,1
[PK_DeviceSetting],1
(!f_2245b.ContainsKey(n.Dispenser.PumpSerialNumber)),1
Waits,1
\"\Ακροσωλήνιο"\;\,1
(!i.IsInternal.HasValue,1
Common.Enumerators.TankStatusEnum.Offline),1
(currentShift,1
padded,1
btnPumps,1
saleMsg.SaleData;,1
this.invoiceLinesBindingSource.DataSource,1
\"\Balance_"\\,1
(sysEv.ResolvedDate.HasValue),1
Φ.Π.Α,1
Reports.BalanceReport();,1
CommunicationController,1
\dbo.TankSale.EndVolumeNormalized,\,1
this.panel5.Controls.Add(control);,1
ExcelTextStripper.GetText(fileName);,1
PumpDebugForm,1
f.SumTotalOut);,1
DeviceIp,1
&lt;Image,1
radButton11,1
//this.GetNozzleInfo(ni);,1
SettingsGrid,1
this.radDateTimePicker3.Value,1
msg.DispenserId,1
System.Threading.Thread.Sleep(50);,1
\this.messages.TryGetValue(bm.MessageId,\,1
Reports.ShiftReport,1
this.database.OutdoorPaymentTerminals.ToList().ToList();,1
Mode,1
invLine.FuelType.Name.LeftString(18),1
CAST(1.00000000,1
this.decPlacesRadSpinEditor.DataBindings.Add(new,1
Total,1
completed,1
ΚΑΙ,1
\"\\t"\;\,1
(tankFilling,1
nozzleIds);,1
volumeCounterSealRadTextBox,1
Unit,1
fleetManagmentCotrollerBindingSource,1
subReportSource2;,1
toRemoveDisp.Add(ac);,1
EventHandler(Instance_AlarmResolved);,1
invoice.InvoiceLines.Sum(i=>i.VatAmount)).EquilizeString(printerLineWidth);,1
SelectInvoiceForm,1
Αποτυχία,1
invoice.TotalAmount);,1
inValidationDateLabel,1
\tank.Address,\,1
(volume,1
\this.messages.TryAdd(emsg1.MessageId,\,1
server,1
GetOPTStatusReturnMessage;,1
dbo.TankLevelEndView,1
&apos;NOT,1
alert.ContentText,1
radLabel27,1
[ShiftId],1
if(alertsToResolve.Where(a=>a.AlamId,1
List<FuelTypeModel>,1
invoiceLines.Add(amountSum.RightString(printerLineWidth));,1
\"\ChangePriceClass"\:\,1
v1.1.3,1
seriesRadTextBox,1
portDropDown,1
nozzleNumberLabel,1
(tank.TankStatus),1
tankFillingViewRadGridView,1
label21,1
msgArr),1
share,1
UI.Controls.AlarmControl();,1
ssf.SelectedBalance).FirstOrDefault();,1
imageList1,1
this.dispenser.DecimalPlaces;,1
lastValidLevelRadSpinEditor,1
alarm.ResolvedTime;//.ResolveDateTime;,1
\f.TotalOut),\,1
[TerminalAssembly],1
radMenuItem7_Click(object,1
\name="\smsText"\></param>\,1
\IsNull(IsSupplier,\,1
nvarchar(100),1
Εξαγωγή,1
shown,1
([TitrimetryId]),1
(int)this.dispenser.ActiveNozzle.CurrentSaleTotalVolume),1
\nozzle.OrderId,\,1
[dbo.SalesTransaction_TransactionTimeStamp],1
ftc.FuelPumps.GroupBy(fp,1
/ΕΠΩΝΥΜΙΑ:[CompanyName],1
cbxDelivery,1
settingValueLabel,1
//foreach,1
\dbo.TankSale.FuelDensity,\,1
\"\Balance"\:\,1
radMenuItem10_Click(object,1
\name="\body"\></param>\,1
Encoding.GetEncoding(437).GetString(ascBuf);,1
dispenser.DispenserId),1
db.Nozzles;,1
Reports.Invoices.InvoicePeriodInvoiceTypeSum,1
[Invoice.Series],1
bc1,1
outdoorPaymentTerminalControllersBindingSource,1
List<Data.InvoiceGroupView>,1
RaiseAlarm(VirtualBaseAlarm,1
database.TankFillings.Where(f=>f.TransactionTime,1
emsg.MessageId,1
e.Node.CheckState),1
Initiates,1
this.FuelTypeId,1
this.database.FuelTypes.Where(f,1
currentDensityLabel,1
objectsToDispose,1
vn,1
contains,1
temp,1
serialNumberRadTextBox,1
int.Parse(ftpc.FuelPumpId),1
);,1
scheduleDateLabel,1
exists,1
System.IO.FileInfo,1
\this.ApplySign(fileName,\,1
e.Alarms,1
Data.FuelTypePrice,1
Threads.QueryResolveAlarmArgs(),1
this.GetNextSale(dispenser.DispenserNumber);,1
messages,1
(UI.SelectionForms.SelectShift,1
\this.TankFillingAvaliable(this,\,1
panelNozzle2,1
signStr);,1
string[],1
e-mails,1
(Reports.Invoices.InvoiceReport,1
radDateTimePicker8,1
newInvoice.IsEuromat,1
foreach(VirtualDispenser,1
Υπολογιστής,1
this.panel5.Controls.OfType<UI.Controls.AlarmControl>().Select(ac=>ac.CurrentAlarm).ToArray();,1
dispenser.LastSales;,1
IsSupplier,1
\name="\c"\></param>\,1
such,1
vDevice,1
dispenserNumber;,1
(VirtualDispenser,1
emsg);,1
reportSource.ReportDocument,1
Show,1
st,1
list),1
workFlow.CheckOpenSales();,1
hour,1
spinVAT,1
